Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
50015564,ĐỒNG THÁP,5.6,8.0,,,7.0,4.85,,,,,,,17.45
50015671,ĐỒNG THÁP,5.85,6.75,,,6.0,5.85,,,,,,,17.7
50015702,ĐỒNG THÁP,4.7,8.5,,,4.0,6.5,,,,,,,15.2
50015823,ĐỒNG THÁP,4.75,7.0,,,6.25,7.75,,,,,,,18.75
50015852,ĐỒNG THÁP,5.1,6.5,,,5.0,6.1,,,,,,,16.2
50015858,ĐỒNG THÁP,6.25,7.5,,,7.0,7.5,,,,,,,20.75
50015867,ĐỒNG THÁP,4.45,6.75,,,5.25,5.85,,,,,,,15.549999999999999
50015868,ĐỒNG THÁP,5.0,8.25,,,7.5,6.0,,,,,,,18.5
50015897,ĐỒNG THÁP,8.5,7.75,,,8.75,9.5,,,,,,,26.75
50015914,ĐỒNG THÁP,6.0,8.0,,,6.75,5.5,,,,,,,18.25
50015915,ĐỒNG THÁP,5.25,8.75,,,6.5,6.5,,,,,,,18.25
50015941,ĐỒNG THÁP,5.75,6.5,,,5.75,5.25,,,,,,,16.75
50015987,ĐỒNG THÁP,4.85,8.0,,,6.0,6.5,,,,,,,17.35
50015994,ĐỒNG THÁP,5.25,7.5,,,5.35,6.0,,,,,,,16.6
50016002,ĐỒNG THÁP,5.25,7.0,,,7.5,7.75,,,,,,,20.5
50016008,ĐỒNG THÁP,3.95,5.75,,,3.85,5.25,,,,,,,13.05
50016012,ĐỒNG THÁP,4.75,7.5,,,4.6,7.1,,,,,,,16.45
50016020,ĐỒNG THÁP,4.75,6.75,,,4.6,6.25,,,,,,,15.6
50016025,ĐỒNG THÁP,3.6,7.25,,,3.5,4.85,,,,,,,11.95
50016073,ĐỒNG THÁP,6.75,5.75,,,7.25,6.25,,,,,,,20.25
50016077,ĐỒNG THÁP,3.5,6.75,,,4.75,6.0,,,,,,,14.25
50016088,ĐỒNG THÁP,3.75,5.75,,,2.85,4.35,,,,,,,10.95
50016091,ĐỒNG THÁP,3.6,6.25,,,4.7,4.95,,,,,,,13.25
50016120,ĐỒNG THÁP,5.5,6.5,,,4.75,6.0,,,,,,,16.25
50016137,ĐỒNG THÁP,7.5,7.5,,,7.0,9.25,,,,,,,23.75
50016146,ĐỒNG THÁP,5.5,6.25,,,4.1,4.0,,,,,,,13.6
50016166,ĐỒNG THÁP,5.2,7.25,,,5.75,4.25,,,,,,,15.2
50016172,ĐỒNG THÁP,6.1,7.75,,,7.5,6.5,,,,,,,20.1
50016203,ĐỒNG THÁP,6.0,6.75,,,5.0,4.85,,,,,,,15.85
50016235,ĐỒNG THÁP,3.25,7.25,,,4.0,5.35,,,,,,,12.6
50016241,ĐỒNG THÁP,4.25,6.75,,,4.75,5.5,,,,,,,14.5
50016252,ĐỒNG THÁP,6.5,6.0,,,7.0,7.75,,,,,,,21.25
50016277,ĐỒNG THÁP,3.85,7.5,,,4.6,4.7,,,,,,,13.149999999999999
50016299,ĐỒNG THÁP,6.0,8.0,,,5.5,5.35,,,,,,,16.85
50016310,ĐỒNG THÁP,4.5,7.25,,,4.1,6.35,,,,,,,14.95
50016318,ĐỒNG THÁP,5.85,6.0,,,5.75,6.1,,,,,,,17.7
50016319,ĐỒNG THÁP,4.25,6.0,,,3.25,6.0,,,,,,,13.5
50016321,ĐỒNG THÁP,6.6,7.25,,,5.25,6.0,,,,,,,17.85
50016341,ĐỒNG THÁP,4.5,6.75,,,2.7,6.25,,,,,,,13.45
50016360,ĐỒNG THÁP,5.25,6.75,,,4.0,6.35,,,,,,,15.6
50016389,ĐỒNG THÁP,4.25,7.25,,,4.5,5.35,,,,,,,14.1
50016403,ĐỒNG THÁP,6.0,7.0,,,6.0,7.5,,,,,,,19.5
50016422,ĐỒNG THÁP,3.75,8.25,,,5.0,4.7,,,,,,,13.45
50016433,ĐỒNG THÁP,4.1,6.75,,,4.75,3.2,,,,,,,12.05
50016466,ĐỒNG THÁP,3.1,7.0,,,2.85,3.75,,,,,,,9.7
50016471,ĐỒNG THÁP,7.25,7.75,,,6.25,7.25,,,,,,,20.75
50016500,ĐỒNG THÁP,5.0,5.75,,,4.75,4.2,,,,,,,13.95
50016506,ĐỒNG THÁP,4.35,6.75,,,4.35,5.5,,,,,,,14.2
50016507,ĐỒNG THÁP,4.35,6.5,,,5.0,5.7,,,,,,,15.05
50016523,ĐỒNG THÁP,5.35,6.0,,,6.5,6.6,,,,,,,18.45
50016530,ĐỒNG THÁP,6.75,7.5,,,7.0,7.5,,,,,,,21.25
50016533,ĐỒNG THÁP,5.35,6.25,,,5.25,6.5,,,,,,,17.1
50016537,ĐỒNG THÁP,5.6,6.5,,,5.1,6.6,,,,,,,17.299999999999997
50016544,ĐỒNG THÁP,5.1,8.0,,,4.5,4.6,,,,,,,14.2
50016561,ĐỒNG THÁP,6.0,8.0,,,8.25,6.5,,,,,,,20.75
50016580,ĐỒNG THÁP,6.25,8.0,,,6.25,6.25,,,,,,,18.75
50016687,ĐỒNG THÁP,6.75,7.5,,,6.0,6.45,,,,,,,19.2
50016727,ĐỒNG THÁP,4.6,7.0,,,4.05,5.1,,,,,,,13.749999999999998
50016784,ĐỒNG THÁP,6.0,7.0,,,6.25,7.1,,,,,,,19.35
50016785,ĐỒNG THÁP,5.75,6.75,,,4.25,3.85,,,,,,,13.85
50016790,ĐỒNG THÁP,6.0,6.5,,,5.5,6.5,,,,,,,18.0
50016828,ĐỒNG THÁP,5.5,4.5,,,5.0,4.75,,,,,,,15.25
50016878,ĐỒNG THÁP,4.75,6.75,,,4.75,4.6,,,,,,,14.1
50016879,ĐỒNG THÁP,5.35,7.0,,,5.5,6.75,,,,,,,17.6
50016945,ĐỒNG THÁP,5.25,7.25,,,5.5,5.5,,,,,,,16.25
50017038,ĐỒNG THÁP,5.5,8.25,,,7.25,7.1,,,,,,,19.85
50017087,ĐỒNG THÁP,2.0,7.0,,,2.35,4.25,,,,,,,8.6
50017270,ĐỒNG THÁP,6.0,6.5,,,8.0,8.1,,,,,,,22.1
50017276,ĐỒNG THÁP,4.35,6.5,,,6.5,6.0,,,,,,,16.85
50017319,ĐỒNG THÁP,4.75,6.25,,,3.3,5.5,,,,,,,13.55
50017326,ĐỒNG THÁP,7.0,7.0,,,9.5,8.0,,,,,,,24.5
51000001,AN GIANG,7.0,9.0,,,7.75,6.75,,,,,,,21.5
51000015,AN GIANG,7.5,9.0,,,8.75,9.25,,,,,,,25.5
51000030,AN GIANG,3.85,6.75,,,4.7,5.85,,,,,,,14.4
51000040,AN GIANG,6.25,8.0,,,6.5,7.0,,,,,,,19.75
51000076,AN GIANG,5.25,9.0,,,5.5,7.25,,,,,,,18.0
51000077,AN GIANG,6.0,9.0,,,6.0,7.75,,,,,,,19.75
51000078,AN GIANG,5.6,8.5,,,7.0,7.5,,,,,,,20.1
51000099,AN GIANG,7.25,8.75,,,5.25,5.75,,,,,,,18.25
51000122,AN GIANG,5.2,8.75,,,7.75,5.35,,,,,,,18.299999999999997
51000136,AN GIANG,5.0,7.75,,,6.35,5.6,,,,,,,16.95
51000151,AN GIANG,6.75,8.75,,,7.25,8.25,,,,,,,22.25
51000165,AN GIANG,8.0,7.0,,,8.25,8.25,,,,,,,24.5
51000173,AN GIANG,7.1,6.25,,,7.0,7.75,,,,,,,21.85
51000174,AN GIANG,4.75,8.0,,,4.35,5.25,,,,,,,14.35
51000187,AN GIANG,8.5,8.5,,,9.0,8.75,,,,,,,26.25
51000196,AN GIANG,6.25,7.25,,,6.85,7.35,,,,,,,20.45
51000206,AN GIANG,4.5,7.75,,,4.85,5.1,,,,,,,14.45
51000212,AN GIANG,5.75,8.0,,,5.25,8.0,,,,,,,19.0
51000224,AN GIANG,6.5,7.0,,,5.25,5.1,,,,,,,16.85
51000230,AN GIANG,6.5,7.75,,,5.5,5.85,,,,,,,17.85
51000241,AN GIANG,6.0,8.25,,,7.5,7.75,,,,,,,21.25
51000259,AN GIANG,4.25,6.0,,,5.1,5.75,,,,,,,15.1
51000260,AN GIANG,6.0,8.0,,,6.25,5.35,,,,,,,17.6
51000272,AN GIANG,7.25,8.0,,,8.5,8.0,,,,,,,23.75
51000291,AN GIANG,6.75,6.5,,,6.5,6.5,,,,,,,19.75
51000296,AN GIANG,5.25,7.5,,,4.35,7.25,,,,,,,16.85
51000297,AN GIANG,7.0,9.25,,,8.5,8.75,,,,,,,24.25
51000302,AN GIANG,6.75,8.0,,,5.25,4.85,,,,,,,16.85
51000305,AN GIANG,5.35,7.75,,,3.35,4.1,,,,,,,12.799999999999999
51000312,AN GIANG,7.0,9.0,,,8.0,7.75,,,,,,,22.75
51000316,AN GIANG,7.25,8.75,,,8.25,7.25,,,,,,,22.75
51000317,AN GIANG,6.0,6.75,,,7.25,5.75,,,,,,,19.0
51000329,AN GIANG,5.5,6.75,,,6.5,6.0,,,,,,,18.0
51000346,AN GIANG,4.35,8.25,,,6.5,4.1,,,,,,,14.95
51000368,AN GIANG,7.0,6.5,,,7.5,8.0,,,,,,,22.5
51000388,AN GIANG,4.7,4.5,,,5.75,7.75,,,,,,,18.2
51000400,AN GIANG,5.1,6.75,,,5.0,5.6,,,,,,,15.7
51000439,AN GIANG,5.75,8.0,,,5.25,6.75,,,,,,,17.75
51000512,AN GIANG,7.25,7.5,,,6.75,6.6,,,,,,,20.6
51000514,AN GIANG,7.0,7.5,,,5.75,7.35,,,,,,,20.1
51000530,AN GIANG,4.85,7.75,,,5.0,5.6,,,,,,,15.45
51000534,AN GIANG,7.25,8.5,,,8.5,8.25,,,,,,,24.0
51000565,AN GIANG,5.1,8.75,,,6.5,6.75,,,,,,,18.35
51000572,AN GIANG,4.6,8.0,,,4.75,7.25,,,,,,,16.6
51000573,AN GIANG,4.35,6.5,,,4.0,5.85,,,,,,,14.2
51000577,AN GIANG,4.1,7.25,,,4.0,4.0,,,,,,,12.1
51000585,AN GIANG,7.25,8.75,,,4.5,5.95,,,,,,,17.7
51000590,AN GIANG,6.5,8.5,,,6.5,6.85,,,,,,,19.85
51000602,AN GIANG,6.0,6.0,,,8.25,8.5,,,,,,,22.75
51000606,AN GIANG,6.5,7.0,,,6.25,8.1,,,,,,,20.85
51000617,AN GIANG,4.25,7.75,,,7.0,7.0,,,,,,,18.25
51000624,AN GIANG,6.75,7.75,,,7.25,7.5,,,,,,,21.5
51000634,AN GIANG,6.0,8.75,,,5.25,5.95,,,,,,,17.2
51000635,AN GIANG,7.0,9.25,,,8.5,8.5,,,,,,,24.0
51000639,AN GIANG,4.6,8.0,,,5.75,7.75,,,,,,,18.1
51000644,AN GIANG,5.25,7.25,,,8.0,6.75,,,,,,,20.0
51000694,AN GIANG,6.0,8.75,,,5.75,4.75,,,,,,,16.5
51000707,AN GIANG,8.0,6.0,,,6.0,7.35,,,,,,,21.35
51000716,AN GIANG,5.0,7.0,,,4.45,5.25,,,,,,,14.7
51000724,AN GIANG,4.7,7.5,,,6.5,7.5,,,,,,,18.7
51000728,AN GIANG,6.25,7.25,,,5.5,6.0,,,,,,,17.75
51000737,AN GIANG,4.25,8.5,,,4.75,6.85,,,,,,,15.85
51000741,AN GIANG,4.6,5.75,,,5.75,6.75,,,,,,,17.1
51000753,AN GIANG,6.25,8.25,,,6.0,6.0,,,,,,,18.25
51000760,AN GIANG,7.0,8.0,,,7.25,8.35,,,,,,,22.6
51000767,AN GIANG,8.5,8.5,,,9.75,7.25,,,,,,,25.5
51000771,AN GIANG,7.5,7.0,,,9.0,8.25,,,,,,,24.75
51000778,AN GIANG,9.0,7.08,,,9.25,7.6,,,,,,,25.85
51000786,AN GIANG,7.0,7.25,,,6.75,7.5,,,,,,,21.25
51000790,AN GIANG,8.25,7.0,,,8.0,8.25,,,,,,,24.5
51000806,AN GIANG,4.0,,,,6.0,6.35,,,,,,,16.35
51000813,AN GIANG,5.85,7.5,,,6.5,7.5,,,,,,,19.85
51000814,AN GIANG,8.0,,,,8.5,7.2,,,,,,,23.7
51000824,AN GIANG,8.5,8.0,,,9.25,8.0,,,,,,,25.75
51000825,AN GIANG,8.5,8.5,,,7.5,7.5,,,,,,,23.5
51000831,AN GIANG,8.75,7.0,,,9.5,7.85,,,,,,,26.1
51000838,AN GIANG,7.0,5.75,,,8.75,9.5,,,,,,,25.25
51000840,AN GIANG,5.75,6.0,,,5.75,7.25,,,,,,,18.75
51000847,AN GIANG,9.5,8.0,,,9.5,8.0,,,,,,,27.0
51000850,AN GIANG,9.5,8.5,,,9.5,8.75,,,,,,,27.75
51000856,AN GIANG,8.0,8.25,,,9.5,8.5,,,,,,,26.0
51000871,AN GIANG,6.25,7.25,,,7.5,8.75,,,,,,,22.5
51000881,AN GIANG,8.5,8.5,,,8.0,9.0,,,,,,,25.5
51000887,AN GIANG,4.85,5.75,,,5.25,5.75,,,,,,,15.85
51000888,AN GIANG,5.85,6.75,,,6.5,6.75,,,,,,,19.1
51000899,AN GIANG,5.1,7.0,,,3.6,7.25,,,,,,,15.95
51000900,AN GIANG,7.25,7.75,,,8.5,7.5,,,,,,,23.25
51000901,AN GIANG,6.0,8.0,,,5.75,6.1,,,,,,,17.85
51000912,AN GIANG,8.5,7.5,,,9.5,8.0,,,,,,,26.0
51000926,AN GIANG,6.5,7.5,,,8.75,7.75,,,,,,,23.0
51000928,AN GIANG,8.5,8.25,,,9.75,7.75,,,,,,,26.0
51000939,AN GIANG,9.0,7.5,,,9.25,8.35,,,,,,,26.6
51000940,AN GIANG,7.5,7.75,,,8.0,7.5,,,,,,,23.0
51000963,AN GIANG,6.5,7.75,,,9.0,7.25,,,,,,,22.75
51000968,AN GIANG,7.25,6.75,,,9.25,8.5,,,,,,,25.0
51000971,AN GIANG,7.0,8.25,,,8.25,8.25,,,,,,,23.5
51000978,AN GIANG,3.1,5.5,,,5.25,5.0,,,,,,,13.35
51000979,AN GIANG,6.75,7.25,,,9.25,7.25,,,,,,,23.25
51000982,AN GIANG,6.5,8.5,,,8.5,8.0,,,,,,,23.0
51000986,AN GIANG,9.0,8.0,,,9.25,8.5,,,,,,,26.75
51000993,AN GIANG,7.75,,,,8.0,7.75,,,,,,,23.5
51001002,AN GIANG,5.35,8.0,,,5.75,5.45,,,,,,,16.55
51001004,AN GIANG,8.75,8.25,,,9.25,9.75,,,,,,,27.75
51001008,AN GIANG,8.5,6.5,,,9.25,8.0,,,,,,,25.75
51001009,AN GIANG,7.25,7.5,,,8.0,8.25,,,,,,,23.5
51001027,AN GIANG,8.75,7.75,,,8.5,9.0,,,,,,,26.25
51001036,AN GIANG,6.75,7.75,,,7.5,8.5,,,,,,,22.75
51001040,AN GIANG,5.75,8.25,,,8.25,7.6,,,,,,,21.6
51001047,AN GIANG,8.5,8.0,,,9.75,7.75,,,,,,,26.0
51001048,AN GIANG,6.75,7.25,,,7.75,8.5,,,,,,,23.0
51001058,AN GIANG,7.25,7.5,,,8.5,7.5,,,,,,,23.25
51001070,AN GIANG,7.5,7.75,,,8.25,8.5,,,,,,,24.25
51001076,AN GIANG,7.25,7.75,,,9.25,9.75,,,,,,,26.25
51001090,AN GIANG,9.0,6.75,,,9.25,8.0,,,,,,,26.25
51001092,AN GIANG,5.5,7.75,,,7.25,7.1,,,,,,,19.85
51001102,AN GIANG,6.5,7.5,,,9.25,8.25,,,,,,,24.0
51001103,AN GIANG,6.5,7.5,,,8.25,7.25,,,,,,,22.0
51001104,AN GIANG,5.0,7.5,,,6.5,5.75,,,,,,,17.25
51001109,AN GIANG,5.25,8.5,,,7.35,7.5,,,,,,,20.1
51001110,AN GIANG,7.5,7.75,,,9.0,8.0,,,,,,,24.5
51001119,AN GIANG,6.75,8.75,,,8.5,7.5,,,,,,,22.75
51001121,AN GIANG,5.25,7.25,,,5.0,5.75,,,,,,,16.0
51001126,AN GIANG,6.0,7.5,,,8.0,7.35,,,,,,,21.35
51001162,AN GIANG,3.1,,,,5.1,5.25,,,,,,,13.45
51001163,AN GIANG,8.0,8.5,,,7.0,9.0,,,,,,,24.0
51001166,AN GIANG,6.0,7.0,,,9.0,7.35,,,,,,,22.35
51001181,AN GIANG,5.25,4.75,,,5.0,7.35,,,,,,,17.6
51001185,AN GIANG,8.5,8.25,,,9.25,8.1,,,,,,,25.85
51001186,AN GIANG,7.35,,,,6.25,6.6,,,,,,,20.2
51001194,AN GIANG,7.35,6.25,,,7.5,7.5,,,,,,,22.35
51001215,AN GIANG,7.25,7.25,,,6.75,5.35,,,,,,,19.35
51001220,AN GIANG,9.5,7.25,,,9.75,10.0,,,,,,,29.25
51001221,AN GIANG,6.75,8.0,,,7.0,7.5,,,,,,,21.25
51001223,AN GIANG,8.5,7.25,,,8.25,8.0,,,,,,,24.75
51001230,AN GIANG,8.25,6.75,,,9.5,9.25,,,,,,,27.0
51001254,AN GIANG,6.5,8.5,,,9.5,8.25,,,,,,,24.25
51001256,AN GIANG,7.0,8.0,,,8.75,9.0,,,,,,,24.75
51001257,AN GIANG,3.35,6.75,,,6.25,5.0,,,,,,,14.6
51001258,AN GIANG,8.0,7.0,,,9.75,8.75,,,,,,,26.5
51001263,AN GIANG,8.5,7.5,,,9.25,9.25,,,,,,,27.0
51001270,AN GIANG,9.5,6.0,,,9.75,9.5,,,,,,,28.75
51001288,AN GIANG,7.0,7.75,,,6.85,7.0,,,,,,,20.85
51001297,AN GIANG,5.75,7.0,,,4.85,5.0,,,,,,,15.6
51001299,AN GIANG,7.0,6.5,,,7.0,8.75,,,,,,,22.75
51001300,AN GIANG,7.75,7.75,,,9.75,8.0,,,,,,,25.5
51001318,AN GIANG,7.5,7.0,,,8.0,6.5,,,,,,,22.0
51001320,AN GIANG,7.25,6.5,,,8.0,7.75,,,,,,,23.0
51001327,AN GIANG,5.5,7.5,,,7.0,7.25,,,,,,,19.75
51001332,AN GIANG,6.75,8.0,,,8.25,7.25,,,,,,,22.25
51001334,AN GIANG,8.5,8.75,,,9.0,8.5,,,,,,,26.0
51001338,AN GIANG,6.5,,,,7.0,7.25,,,,,,,20.75
51001343,AN GIANG,8.0,8.5,,,9.75,8.35,,,,,,,26.1
51001355,AN GIANG,4.35,7.5,,,4.35,6.35,,,,,,,15.049999999999999
51001362,AN GIANG,6.5,6.75,,,7.25,5.75,,,,,,,19.5
51001373,AN GIANG,3.1,8.5,,,3.85,4.35,,,,,,,11.3
51001375,AN GIANG,8.5,8.25,,,9.25,8.0,,,,,,,25.75
51001376,AN GIANG,7.5,7.75,,,8.75,8.0,,,,,,,24.25
51001384,AN GIANG,5.0,7.25,,,2.85,3.45,,,,,,,11.3
51001400,AN GIANG,9.0,8.5,,,8.75,7.0,,,,,,,24.75
51001410,AN GIANG,6.25,8.0,,,7.5,8.0,,,,,,,21.75
51001412,AN GIANG,10.0,7.75,,,8.75,8.0,,,,,,,26.75
51001418,AN GIANG,6.0,6.75,,,8.25,8.5,,,,,,,22.75
51001425,AN GIANG,5.25,8.5,,,7.25,6.25,,,,,,,18.75
51001431,AN GIANG,7.0,,,,6.75,7.25,,,,,,,21.0
51001436,AN GIANG,7.5,8.5,,,9.25,9.0,,,,,,,25.75
51001439,AN GIANG,6.25,,,,7.75,8.25,,,,,,,22.25
51001441,AN GIANG,5.25,,,,6.25,7.75,,,,,,,19.25
51001442,AN GIANG,8.5,7.5,,,8.75,9.25,,,,,,,26.5
51001448,AN GIANG,9.0,6.25,,,9.75,9.0,,,,,,,27.75
51001460,AN GIANG,6.25,7.25,,,4.35,7.35,,,,,,,17.95
51001482,AN GIANG,8.0,8.0,,,8.0,8.0,,,,,,,24.0
51001490,AN GIANG,7.5,7.5,,,7.25,7.25,,,,,,,22.0
51001500,AN GIANG,3.35,7.0,,,5.25,5.55,,,,,,,14.149999999999999
51001524,AN GIANG,5.5,8.75,,,6.75,6.6,,,,,,,18.85
51001569,AN GIANG,6.0,6.25,,,7.0,6.75,,,,,,,19.75
51001577,AN GIANG,5.5,6.25,,,5.0,6.75,,,,,,,17.25
51001607,AN GIANG,5.25,6.5,,,4.5,4.75,,,,,,,14.5
51001615,AN GIANG,3.1,5.0,,,6.25,6.25,,,,,,,15.6
51001621,AN GIANG,6.5,7.25,,,7.0,4.6,,,,,,,18.1
51001679,AN GIANG,3.6,3.42,,,2.6,4.75,,,,,,,10.95
51001697,AN GIANG,5.0,5.5,,,4.6,4.6,,,,,,,14.2
51001711,AN GIANG,6.5,6.25,,,8.75,8.5,,,,,,,23.75
51001724,AN GIANG,3.6,6.25,,,2.25,4.1,,,,,,,9.95
51001741,AN GIANG,4.5,6.75,,,3.35,4.25,,,,,,,12.1
51001748,AN GIANG,5.0,6.0,,,3.6,3.0,,,,,,,11.6
51001768,AN GIANG,4.25,6.75,,,5.25,4.75,,,,,,,14.25
51001769,AN GIANG,5.6,6.5,,,5.6,7.25,,,,,,,18.45
51001797,AN GIANG,5.75,7.5,,,5.75,6.75,,,,,,,18.25
51001800,AN GIANG,5.0,5.5,,,5.85,5.7,,,,,,,16.55
51001804,AN GIANG,4.0,6.75,,,7.5,5.35,,,,,,,16.85
51001842,AN GIANG,5.5,6.5,,,5.6,6.75,,,,,,,17.85
51001845,AN GIANG,3.5,6.75,,,4.35,2.1,,,,,,,9.95
51001856,AN GIANG,6.5,5.75,,,8.0,7.0,,,,,,,21.5
51001873,AN GIANG,6.0,7.25,,,6.85,5.1,,,,,,,17.95
51001876,AN GIANG,3.75,6.0,,,3.95,5.6,,,,,,,13.3
51001893,AN GIANG,5.25,5.5,,,4.25,4.0,,,,,,,13.5
51001944,AN GIANG,4.85,7.5,,,6.75,7.75,,,,,,,19.35
51001965,AN GIANG,6.0,6.75,,,4.85,5.7,,,,,,,16.55
51002012,AN GIANG,4.5,8.0,,,5.75,5.25,,,,,,,15.5
51002031,AN GIANG,3.1,7.0,,,3.1,3.75,,,,,,,9.95
51002035,AN GIANG,5.0,8.0,,,4.5,7.0,,,,,,,16.5
51002042,AN GIANG,6.25,7.75,,,5.2,5.35,,,,,,,16.799999999999997
51002046,AN GIANG,4.75,7.75,,,4.85,5.35,,,,,,,14.95
51002054,AN GIANG,4.35,9.0,,,5.6,6.75,,,,,,,16.7
51002063,AN GIANG,7.25,7.75,,,6.75,8.25,,,,,,,22.25
51002085,AN GIANG,5.0,6.75,,,5.0,6.0,,,,,,,16.0
51002095,AN GIANG,6.25,6.75,,,5.25,6.6,,,,,,,18.1
51002131,AN GIANG,5.1,7.5,,,4.75,4.95,,,,,,,14.8
51002144,AN GIANG,6.5,7.0,,,4.25,5.35,,,,,,,16.1
51002147,AN GIANG,5.75,7.5,,,4.75,5.6,,,,,,,16.1
51002196,AN GIANG,7.5,7.0,,,6.75,8.0,,,,,,,22.25
51002200,AN GIANG,4.35,7.0,,,3.35,5.25,,,,,,,12.95
51002222,AN GIANG,5.75,6.5,,,7.0,7.25,,,,,,,20.0
51002224,AN GIANG,5.0,7.5,,,3.6,4.7,,,,,,,13.3
51002229,AN GIANG,5.5,6.0,,,4.85,6.5,,,,,,,16.85
51002244,AN GIANG,5.0,6.75,,,4.5,3.6,,,,,,,13.1
51002250,AN GIANG,7.0,7.25,,,6.5,7.1,,,,,,,20.6
51002266,AN GIANG,4.25,6.75,,,4.75,4.2,,,,,,,13.2
51002276,AN GIANG,3.5,6.5,,,4.25,4.75,,,,,,,12.5
51002282,AN GIANG,4.85,8.0,,,5.25,6.25,,,,,,,16.35
51002301,AN GIANG,4.75,6.75,,,4.35,4.6,,,,,,,13.7
51002307,AN GIANG,5.6,7.5,,,8.25,7.1,,,,,,,20.95
51002311,AN GIANG,5.25,7.5,,,2.75,5.35,,,,,,,13.35
51002314,AN GIANG,5.35,7.5,,,8.0,7.0,,,,,,,20.35
51002318,AN GIANG,4.75,7.75,,,3.75,5.5,,,,,,,14.0
51002349,AN GIANG,5.5,7.25,,,5.5,5.75,,,,,,,16.75
51002353,AN GIANG,5.6,7.0,,,5.25,6.5,,,,,,,17.35
51002366,AN GIANG,7.25,5.0,,,7.5,7.5,,,,,,,22.25
51002369,AN GIANG,5.25,7.0,,,5.0,5.85,,,,,,,16.1
51002373,AN GIANG,7.25,5.75,,,6.75,5.5,,,,,,,19.5
51002410,AN GIANG,6.0,7.25,,,5.75,6.5,,,,,,,18.25
51002419,AN GIANG,7.75,8.5,,,6.5,6.0,,,,,,,20.25
51002420,AN GIANG,6.25,6.5,,,6.35,6.0,,,,,,,18.6
51002434,AN GIANG,6.0,6.25,,,3.6,5.85,,,,,,,15.45
51002435,AN GIANG,6.0,6.75,,,6.25,6.75,,,,,,,19.0
51002447,AN GIANG,5.0,7.5,,,5.25,5.0,,,,,,,15.25
51002458,AN GIANG,4.85,7.5,,,3.35,5.5,,,,,,,13.7
51002460,AN GIANG,5.6,7.0,,,5.5,7.5,,,,,,,18.6
51002483,AN GIANG,5.35,7.0,,,4.35,6.5,,,,,,,16.2
51002563,AN GIANG,4.6,6.5,,,5.35,3.75,,,,,,,13.7
51002564,AN GIANG,8.0,7.5,,,8.25,7.25,,,,,,,23.5
51002578,AN GIANG,5.5,6.25,,,5.45,6.1,,,,,,,17.049999999999997
51002603,AN GIANG,4.75,7.0,,,4.0,4.95,,,,,,,13.7
51002606,AN GIANG,6.25,7.5,,,5.5,6.0,,,,,,,17.75
51002613,AN GIANG,5.75,6.75,,,4.75,7.0,,,,,,,17.5
51002622,AN GIANG,4.6,8.5,,,4.25,6.75,,,,,,,15.6
51002636,AN GIANG,5.5,8.25,,,6.75,6.5,,,,,,,18.75
51002655,AN GIANG,7.0,8.25,,,8.25,7.75,,,,,,,23.0
51002746,AN GIANG,4.75,7.5,,,5.35,7.0,,,,,,,17.1
51002815,AN GIANG,3.85,8.0,,,4.5,4.0,,,,,,,12.35
51002827,AN GIANG,4.25,7.75,,,4.5,6.5,,,,,,,15.25
51002830,AN GIANG,5.0,8.5,,,4.0,5.5,,,,,,,14.5
51002840,AN GIANG,4.85,8.25,,,6.25,5.6,,,,,,,16.7
51002847,AN GIANG,5.85,8.5,,,6.25,7.0,,,,,,,19.1
51002861,AN GIANG,4.75,6.0,,,4.25,4.1,,,,,,,13.1
51002867,AN GIANG,4.6,7.5,,,5.85,5.1,,,,,,,15.549999999999999
51002913,AN GIANG,3.85,6.42,,,5.0,4.25,,,,,,,13.1
51002967,AN GIANG,4.75,6.25,,,5.35,4.75,,,,,,,14.85
51002998,AN GIANG,4.6,8.75,,,5.6,6.6,,,,,,,16.799999999999997
51003012,AN GIANG,7.5,9.0,,,7.5,8.0,,,,,,,23.0
51003018,AN GIANG,3.6,9.25,,,5.0,5.2,,,,,,,13.8
51003023,AN GIANG,2.45,6.0,,,4.35,4.75,,,,,,,11.55
51003037,AN GIANG,5.5,8.5,,,7.75,7.5,,,,,,,20.75
51003092,AN GIANG,2.95,7.75,,,5.25,3.25,,,,,,,11.45
51003093,AN GIANG,6.25,6.75,,,6.75,5.75,,,,,,,18.75
51003114,AN GIANG,5.25,7.75,,,5.6,3.6,,,,,,,14.45
51003120,AN GIANG,6.5,8.0,,,7.6,6.75,,,,,,,20.85
51003224,AN GIANG,5.5,7.75,,,7.75,5.85,,,,,,,19.1
51003314,AN GIANG,5.2,8.25,,,8.0,7.75,,,,,,,20.95
51003390,AN GIANG,6.0,7.75,,,5.0,5.75,,,,,,,16.75
51003399,AN GIANG,5.75,6.5,,,4.0,4.6,,,,,,,14.35
51003442,AN GIANG,5.0,7.75,,,4.6,6.0,,,,,,,15.6
51003471,AN GIANG,5.5,7.25,,,4.6,6.25,,,,,,,16.35
51003482,AN GIANG,3.6,3.25,,,4.85,6.0,,,,,,,14.45
51003488,AN GIANG,4.5,6.75,,,4.25,3.1,,,,,,,11.85
